postnummer,NDI,NDI_rank
11120,.438701,.71659166
11121,1.7709657,.96116221
11122,1.1064435,.87898648
11123,1.5937717,.94482487
11124,1.4226029,.92672664
11127,1.4900063,.93435729
11128,2.3990779,.99119544
11129,.95226747,.84983367
11130,1.5722299,.94286835
11131,.97889209,.85521424
11134,2.0208459,.97759736
11136,1.5465349,.94022697
11137,1.4675654,.9313246
11138,.90331018,.83975738
11139,1.9424882,.97260809
11140,1.8810934,.96898848
11144,1.2771065,.90735668
11145,2.8049767,.99696732
11147,1.5659657,.94257486
11149,1.4269053,.92721581
11151,-2.2499459,.016630797
11152,1.8979828,.97016239
11153,-.13925159,.46747211
11156,-.048138641,.50821757
11157,1.2600142,.90491098
11160,1.0108337,.86176872
11161,2.0281873,.97789085
11164,1.7741259,.96165133
11214,-.81607008,.19624339
11215,2.399554,.99129331
11216,2.1705534,.98288006
11217,.79758084,.81784385
11218,2.3109422,.98904324
11219,2.2501476,.98669535
11220,2.1876488,.98336923
11221,1.877103,.9684993
11222,1.2289686,.90148699
11223,1.4924161,.93465078
11224,1.7846498,.9621405
11225,1.6271448,.94775975
11226,1.8276166,.96536881
11227,1.7410555,.95891213
11228,1.8693655,.96781451
11229,2.2262754,.98542362
11230,1.5545402,.94140089
11231,1.4911191,.9344551
11232,1.9640878,.97387987
11233,1.7085351,.95568383
11234,1.2787951,.90755236
11235,1.9738659,.97476029
11236,1.4713248,.93181372
11237,1.8908937,.96957541
11238,1.5973855,.94550967
11239,1.9355967,.9723146
11240,1.7163888,.95666212
11241,1.8571748,.9667384
11242,1.4175421,.92643321
11243,1.4311119,.92770493
11244,1.4100634,.92613971
11245,1.0997851,.87712777
11246,1.7468791,.95949912
11247,1.6764541,.95274895
11248,1.564371,.94247699
11249,1.6442635,.94952065
11250,.74908412,.80600667
11251,2.4847784,.99276072
11252,1.1846572,.89444333
11253,1.5842637,.94384658
11254,1.5964255,.94521618
11255,1.810761,.96429271
11256,1.7044723,.95539033
11257,.86325723,.8303659
11258,1.1205078,.88153005
11259,1.1577216,.88994324
11260,1.4973245,.93523771
11261,1.0008097,.85961652
11262,1.591861,.94472706
11263,1.147433,.88749754
11264,1.9506693,.97299939
11265,1.7299806,.95754254
11266,1.3348444,.91576993
11267,2.2612364,.98738015
11269,2.2746067,.98796713
11320,1.5355715,.93846607
11321,1.7445074,.95920563
11322,1.7502776,.95989043
11323,2.1416736,.98180395
11324,1.2248353,.90060651
11325,1.5963117,.94511837
11326,1.9094423,.97104287
11327,1.633178,.94844455
11328,2.2634959,.98747802
11329,1.6706195,.95196635
11330,1.3118072,.91273725
11331,1.5459687,.94012916
11332,2.0092173,.97691256
11333,-.5728634,.27704951
11334,1.329482,.91498727
11335,1.7881477,.96233612
11336,1.8384304,.96585798
11337,1.9854394,.97515166
11338,2.0967588,.98053217
11339,1.9856675,.97524947
11340,2.1913047,.98385835
11341,2.0239425,.97769517
11342,1.6834476,.95343375
11343,1.7274617,.95724905
11344,1.5754991,.94306397
11345,1.7522203,.95998824
11346,1.5771689,.94325966
11347,1.3263186,.91449815
11348,1.7979232,.96341223
11349,1.738057,.95861864
11350,1.3295718,.91508514
11351,1.9505429,.97290158
11352,1.2949283,.90990019
11353,1.7293036,.95744473
11354,1.846464,.9663471
11355,1.6915988,.95431423
11356,2.0088015,.97681469
11357,1.3263711,.91459596
11358,1.8068395,.96409702
11359,1.5454764,.94003129
11360,2.2417245,.98610842
11361,1.6123517,.94668365
11362,2.1734321,.98297787
11364,-.51753885,.29847389
11365,2.4229753,.99168462
11366,2.1770022,.98307574
11415,-1.0020305,.1490902
11416,-.77334118,.20935237
11417,-.15025742,.46253181
11418,1.6817836,.95314026
11419,-.064672634,.5003913
11420,1.8116189,.96439052
11421,1.0759041,.87321466
11422,1.1682963,.89189982
11423,.030903628,.54705536
11424,2.2163997,.98473883
11425,2.15117,.98199964
11426,1.9609617,.97368419
11427,2.013159,.97730386
11428,-.38687706,.3509098
11429,1.7094713,.95597732
11430,1.9915181,.97544509
11431,1.8863816,.96937978
11432,2.0700037,.97955388
11433,.66482443,.78595185
11434,1.3737012,.92046565
11435,2.3937631,.99090195
11436,1.9188938,.97143418
11437,2.0018992,.97622776
11438,1.7889148,.96262962
11439,1.343305,.91674817
11440,1.635067,.94854236
11441,1.9288441,.97192329
11442,1.4796121,.93298769
11443,1.9296438,.97211897
11444,1.5202984,.93690079
11445,1.8920152,.96967328
11446,1.1685477,.89199764
11447,1.2985529,.91068286
11448,1.6466178,.94971627
11449,1.6565421,.95089024
11450,1.8122907,.96448839
11451,1.3070476,.91185677
11452,1.740224,.95871651
11453,1.8977097,.97006458
11454,1.9035567,.97065151
11455,1.8964263,.9698689
11456,1.8750855,.96830368
11457,2.1050618,.98072785
11458,1.3965397,.92398745
11459,1.7951821,.96302092
11460,1.8743078,.96820581
11520,1.5178187,.9366073
11521,.60929346,.7715711
11522,1.8974802,.96996671
11523,1.5630158,.94237918
11524,1.6274122,.94795537
11525,1.9196694,.97153199
11526,1.6876378,.95372725
11527,1.0216799,.86352962
11528,2.649338,.99559772
11529,1.3011523,.91117197
11530,1.3956108,.92388964
11531,1.4972271,.93513989
11532,1.1899219,.89503032
11533,1.4671965,.93122679
11534,1.7437762,.95910782
11535,1.0215096,.86343181
11536,1.3274944,.91488945
11537,1.6868391,.95362943
11538,.34493026,.68029737
11539,1.1117761,.87996477
11540,.53437114,.74682057
11542,.76181263,.80962628
11543,1.4788524,.93279201
11544,1.8264285,.965271
11545,2.5007775,.99324983
11546,1.8698905,.96791232
11547,1.9677211,.97427118
11548,2.7069724,.9960869
11549,.60910827,.77147329
11550,1.5780655,.94335747
11551,2.9369142,.99774992
11553,1.3161565,.91332418
11557,.19665104,.62355703
11558,1.0916085,.87536687
11559,.9379909,.84631187
11560,1.3668655,.91987872
11620,.98839313,.85697514
11621,1.1885682,.8948347
11622,1.4484856,.92966151
11623,1.4229269,.92682451
11624,1.1261029,.88309526
11625,.70597869,.79456073
11628,.77269202,.81177855
11629,1.1017883,.87781256
11630,1.2543809,.90412837
11631,1.2193812,.89992172
11632,1.4738414,.93220502
11633,1.3836219,.92193311
11634,1.0376768,.86626881
11635,.993936,.85785562
11636,1.1128211,.88025826
11637,.66635376,.78644103
11638,1.5420386,.93954217
11639,1.7694391,.9610644
11640,1.099718,.87702996
11641,1.3404765,.91645473
11642,-.87632638,.18176483
11643,1.6206121,.94727057
11644,.74530959,.80502838
11645,.70259225,.79407161
11646,1.1946144,.89610642
11647,1.6300713,.94815105
11648,.34827149,.68215615
11661,1.5188833,.93670517
11662,.89261818,.83760518
11663,.96965194,.85345334
11664,.073870838,.56740361
11665,1.0513706,.8686167
11666,.60900569,.77137548
11667,1.1787298,.8934651
11668,1.4440715,.92927021
11726,1.1611857,.89082372
11727,1.6532756,.95059675
11728,.54452038,.75122285
11729,.44779786,.71952653
11730,1.4784155,.9326942
11731,1.9501154,.97280377
11732,1.3914939,.92320484
11733,1.3712388,.92036784
11734,1.0314156,.86519271
11735,1.325675,.91440034
11736,1.2377572,.90275878
11737,1.0172417,.8626492
11738,.96608621,.85247505
11739,.92961812,.84396398
11740,1.7577208,.96028173
11741,1.1499584,.88837802
11743,.031414226,.54725105
11750,1.5851333,.94404227
11756,1.9978093,.97583646
11757,2.4446447,.99207592
11758,1.9507998,.97309726
11759,1.4370322,.92829192
11760,2.0988767,.98063004
11761,1.7958485,.9632166
11762,2.1676717,.98278224
11763,.78128064,.81412637
11764,.34389848,.67990607
11765,1.5660349,.94267267
11766,1.0042994,.86039913
11767,1.7315029,.95793384
11768,.71863341,.79661512
11769,.69752741,.79299551
11771,1.6358732,.94873804
11820,.81910402,.82175702
11821,1.4974819,.93533558
11822,1.1701729,.89229113
11823,1.3524866,.91831344
11824,1.558298,.94169438
11825,1.5205297,.93699861
11826,1.2712364,.90628058
11827,.99593979,.85873604
11828,1.334278,.91557425
11829,.53592479,.74740756
11830,.25316066,.64693797
11842,1.3085172,.91205245
11846,1.6654165,.95147723
11847,1.2082918,.89776951
11848,1.2947855,.90980238
11849,1.3542546,.91850913
11850,1.6374595,.94903147
11851,.79936111,.81843084
11852,1.5491828,.94061828
11853,1.5367725,.93875957
11854,1.018306,.8629427
11855,1.2612897,.9051066
11856,1.0906321,.87526906
11857,1.4296174,.92760712
11858,1.6214361,.94736844
11859,1.0134158,.8619644
11860,.0184316,.54177266
11861,.77892727,.81344157
11862,1.0080674,.86147523
11863,.73567837,.80199569
11864,1.541451,.93934649
11865,1.5249543,.93738997
11866,-2.1066499,.022793973
11867,1.3147047,.91322637
11869,1.0459898,.86773628
12030,1.8017607,.9639014
12031,2.3755019,.99060851
12032,2.0080783,.97671688
12038,1.1583503,.89033455
12039,1.0872618,.87477988
12040,-6.7701883,.000097828211
12044,-.46377143,.31755039
12047,1.9455731,.9727059
12048,.24760337,.64478576
12050,1.4922445,.93455291
12051,1.5230315,.93719429
12052,1.0540311,.86910588
12053,1.2424452,.90315008
12054,.9974041,.85883391
12055,1.6299238,.94805324
12056,.45657301,.72295052
12057,1.1622531,.89101934
12058,1.2952092,.90999806
12059,.79840243,.81803954
12060,1.3901294,.92300922
12061,1.7030122,.95529252
12062,2.0912604,.98033655
12063,1.9682349,.97436899
12064,2.2419896,.98620623
12065,1.9405791,.97241247
12066,1.6821628,.95323813
12067,2.3080549,.98884761
12068,2.495502,.99295634
12069,.88505983,.83555079
12070,1.6485789,.94991195
12071,2.107471,.98082566
12078,3.5852704,.9996087
12079,.41299003,.70759147
12130,.25006136,.64595968
12131,-.55544478,.28379965
12132,1.4754068,.93230289
12133,1.2714967,.9064762
12134,1.5915461,.94462925
12135,.42258838,.71170026
12136,.6238451,.77577776
12137,1.1338143,.88554096
12138,1.0868554,.87438858
12139,1.0827487,.87389946
12140,.58227998,.76462531
12143,1.039239,.86656231
12144,1.0466987,.86783409
12145,1.1297761,.88417137
12146,.96817762,.85296422
12147,.59098601,.76726669
12148,1.064014,.87125808
12149,.98322153,.85609472
12150,1.6489249,.95000976
12151,.7374922,.80297399
12152,1.7142363,.95646644
12153,.74686295,.80571318
12154,.82990909,.82459402
12155,.65686041,.78340834
12156,.44424677,.71845043
12162,-4.0655131,.001858736
12163,-.47902128,.31158286
12231,1.4542435,.93015063
12232,1.7572485,.96018392
12233,1.3373119,.91606337
12234,1.3065197,.91175896
12237,2.256062,.98689103
12238,.19868194,.62433964
12239,.49548545,.73488551
12240,1.5624419,.94228137
12241,1.052428,.86891019
12242,.83095127,.82478964
12243,1.6541481,.95069456
12244,.7347486,.80180001
12245,.54900348,.75259244
12246,.15514736,.60536098
12247,.55842525,.75562513
12248,1.138742,.88612795
12249,1.1193807,.88104087
12260,.57974052,.7631579
12262,1.9098709,.97114068
12263,1.0594025,.87018198
12264,1.2796482,.90774798
12265,-.077989757,.49413031
12266,1.6551185,.95079243
12331,.1555807,.6054588
12332,-.2451314,.4175308
12333,-.75859576,.21336333
12334,-1.3062447,.090197615
12341,-.13804805,.46801019
12342,-.16511966,.45558599
12343,.10246587,.58061045
12344,-.74704409,.21649383
12346,.56321251,.75748384
12347,-.037995707,.51340246
12348,1.1321827,.88505185
12349,-1.063417,.13519859
12350,.85999674,.82977891
12352,.54146272,.75044024
12353,.062580608,.56212091
12354,.17667092,.61475247
12355,.27523983,.65632951
12356,-.3885414,.34963804
12357,-.71383172,.22686362
12358,-.67159015,.23987478
12359,-.16088559,.45783603
12360,-.3696512,.35981217
12361,-.06388814,.50088048
12363,.076858267,.56916457
12371,-.42623386,.3332029
12372,-.84093374,.19125415
12373,.1067993,.58256704
12430,.097971201,.57836038
12431,-.51765507,.29837605
12432,.71808809,.79632163
12433,.40101588,.70201528
12450,-.026616685,.51946783
12451,.88246864,.83486599
12452,-.15681794,.45940128
12453,-.35571188,.36499706
12454,.087729268,.57386029
12455,.1958324,.62277442
12456,-.53914553,.28986499
12457,.14138129,.5991978
12458,.27138993,.65447074
12459,.15441072,.60457838
12460,-.20145254,.43875954
12461,-1.2916578,.092154175
12462,-.44227126,.32655057
12463,-.37560058,.35668167
12464,-.56577367,.2797887
12465,-1.1432257,.11935042
12466,-.74493718,.2170808
12467,-.91334128,.17364508
12470,-.20137855,.43895519
12471,-.30960846,.38622579
12472,.57181668,.76061434
12473,-.23280168,.42398748
12474,-.028496647,.51888084
12475,-.70493209,.22872236
12476,.4611122,.72412443
12530,-.12840179,.47231463
12531,1.0306956,.8650949
12532,1.3176498,.91361767
12533,1.4976213,.93543339
12534,1.1008978,.87742126
12535,1.683308,.95333594
12540,1.378213,.92095482
12541,1.9282918,.97182548
12542,-.28459984,.39825866
12543,1.4646703,.93103111
12544,-.1984659,.44012913
12545,.93666375,.84582275
12546,-.18507327,.44639015
12547,1.2597262,.90461749
12551,2.4883068,.99285853
12552,2.0140288,.97740167
12553,2.2177961,.98503226
12554,2.3548741,.99021715
12555,2.0517073,.97906476
12556,2.18788,.98356485
12557,2.0504534,.97896695
12558,2.3031876,.98865193
12559,2.1663449,.98268443
12560,1.3637413,.91958523
12570,.75422668,.80708277
12571,.93400443,.84494227
12572,-.29350236,.39424771
12573,-.18275613,.44697711
12574,.50451076,.73821169
12626,1.3868377,.92242223
12628,1.7635685,.96057522
12629,2.1899304,.98376054
12630,-1.0056543,.14791626
12631,.26377845,.65163374
12632,.90887582,.84053999
12633,1.5426528,.93963999
12634,.71645391,.7960282
12635,1.3934019,.92340052
12636,1.6626563,.95137936
12637,1.1151626,.88055176
12638,1.2094324,.89816082
12639,-.038059022,.51330465
12640,-.72322434,.22392878
12641,1.7305325,.95764041
12642,.61201203,.77254939
12647,.95440203,.85042065
12648,.7525841,.80669147
12649,1.3756721,.92066133
12650,1.1162124,.88074738
12651,.63998073,.77939737
12652,1.5215536,.93709648
12653,1.2687185,.90598708
12654,1.872213,.96801019
12655,.52072901,.74359226
12677,1.0210143,.863334
12678,-.25738227,.41234592
12679,-.011537196,.5272941
12730,.3796424,.69418901
12731,-.94758391,.16327529
12732,-.60790318,.26296225
12733,-.28066647,.4008022
12734,-.84775233,.18939543
12736,-.42940816,.33173546
12737,-.58192956,.27274507
12738,-1.422534,.074251615
12739,2.9906313,.99794561
12740,-.74984306,.2160047
12741,.096047014,.57708865
12742,-.17762691,.449325
12743,-1.2894975,.092349835
12744,-.91334552,.17354725
12745,-1.4393923,.071805909
12746,-.32132897,.38016045
12747,-1.6025069,.054294657
12748,-1.8502048,.035120327
12749,-.40685156,.34161612
12751,-.89803523,.1764821
12760,-.59010202,.27029935
12761,.48670438,.73243982
12830,1.2754052,.90696537
12831,-.098795518,.4864997
12832,.58754575,.7658971
12833,.15623328,.60575229
12834,.27219477,.65476424
12835,-.78753513,.20651536
12836,-.076455347,.49481511
12838,2.2711012,.98767364
12839,2.6857758,.99589121
12841,.15874174,.60692626
12842,-.013994296,.52582663
12843,.53517061,.74711406
12844,1.2358483,.90217179
12845,.31302625,.66982979
12846,.44002503,.71698296
12847,-.49152073,.30727842
12848,.33712271,.67746037
12862,.85504818,.8289963
12863,2.0650096,.97935826
12864,-1.7178007,.044805322
12865,.1166858,.58745843
12866,.31625482,.67080808
12867,.7991845,.81833303
12868,.47370321,.7284289
12869,1.1627448,.89111722
12930,.82079422,.82234395
12931,.52057678,.74349445
12932,.98724473,.85668164
12933,.95410997,.85032284
12934,.77566481,.81236547
12935,1.3093503,.91224808
12936,1.1676867,.89180201
12937,.54459,.75132066
12938,1.8165535,.9645862
12939,.82374322,.82322443
12940,2.3568757,.99051064
12941,2.0867364,.98014086
12942,2.4606171,.99236941
12943,2.2682242,.98757583
12944,1.2278541,.90109569
12945,.10841957,.58315396
12946,-1.4439245,.071121112
12947,-.10232513,.48464096
12948,.56917351,.75904912
12949,1.077306,.87341028
12950,.67955953,.78888673
12951,.36045095,.68694973
12952,.65798563,.78389746
12953,.46316814,.72451574
12954,.74335712,.80473489
12955,-.36135697,.36294267
12956,1.3875952,.92252004
12957,.93514812,.84504008
13025,-.33308956,.37507337
13033,-1.1489856,.11768734
13034,.29618138,.66415572
13036,.075362585,.56818628
13038,-.24862282,.4164547
13039,.64096099,.77969086
13042,-.11209635,.48004305
13043,-.074404269,.49569556
13044,.30607978,.66660142
13055,.39154378,.69859129
13056,-.076255009,.49491292
13131,1.2773603,.90745449
13132,.094697647,.57611036
13133,1.9989296,.97603208
13134,.9196825,.84239876
13135,.47977671,.7305811
13136,.98288172,.85599685
13137,.69113839,.79172373
13138,1.2443055,.90344357
13139,-.077211298,.49452162
13140,.15997437,.60751319
13141,1.9905436,.97534728
13142,1.9004127,.9702602
13144,1.0039308,.8602035
13145,.19882713,.62453532
13146,2.2586305,.98698884
13147,1.0846235,.87409508
13148,.70019287,.79338682
13149,.97561014,.85443163
13150,2.998512,.99804342
13151,2.573694,.99413031
13152,1.7882079,.96243399
13153,1.2867112,.90862846
13154,-.72169083,.22451575
13155,-.7824291,.2076893
13156,2.0054092,.97652125
13160,1.964785,.97417337
13161,2.1496129,.98190176
13165,2.0004098,.97612989
13171,2.1521182,.98219526
13172,1.963957,.97378206
13173,1.1036576,.87820387
13174,2.1603999,.98248875
13230,-.62425339,.25709254
13231,1.2639451,.9054001
13232,-.32311937,.37957346
13233,-.1270055,.47290158
13234,.65732253,.78370184
13235,1.9293256,.9720211
13236,1.9350685,.97221678
13237,1.6009558,.94590098
13238,-.99636209,.15075327
13239,1.9254645,.97172767
13240,.45112166,.72099394
13241,1.5997115,.94580317
13242,1.1930078,.89561731
13243,1.3996433,.92428094
13244,2.1542134,.98229307
13245,2.1520758,.98209745
13246,2.3140199,.98923892
13247,2.4127362,.99148893
13248,1.7309595,.95773822
13249,1.8506174,.96644491
13251,1.2850832,.90843278
13252,1.1535643,.88925844
13331,.42574283,.71316767
13332,.43453428,.71551555
13333,2.294107,.98826063
13334,2.4548202,.99227154
13335,1.2610141,.90500879
13336,2.237282,.98571706
13337,1.7081743,.95558602
13338,1.6250222,.94766188
13339,1.3424703,.91665035
13341,-.69533139,.23224418
13342,-.97586739,.15584034
13343,-.55599141,.28340834
13344,-.65624875,.24496184
13348,.36334857,.68841714
13430,.51602966,.74202698
13431,1.2375635,.90266091
13432,1.4090877,.92594403
13433,.93663245,.84572488
13434,.2624279,.65094894
13435,-.57063603,.27773431
13436,-1.4040018,.07669732
13437,.057812151,.55899042
13438,1.2878666,.90901977
13439,1.1231284,.88250834
13440,1.6780128,.95284683
13441,.12114032,.58980632
13442,.83498508,.82557231
13443,-.039066136,.51291335
13444,-4.6691022,.0012717667
13450,.52959913,.74525535
13451,.83462447,.82547444
13452,.64156228,.78008217
13453,.78843969,.81559384
13460,.87608993,.8332029
13461,.61400276,.77342987
13462,2.116482,.98092347
13463,.74298376,.80463707
13464,.54128146,.75034237
13465,.4100537,.70612407
13466,.68764406,.79074544
13467,.40533897,.70416749
13469,.62364352,.77567989
13492,.38515547,.69565642
13530,.31756803,.671395
13531,.4121455,.70690668
13533,.35505709,.68499315
13534,.88518226,.8356486
13535,.71651286,.79612601
13536,-.28333369,.39913911
13537,.21595854,.6317746
13538,.26027483,.65006846
13539,.37152776,.69125414
13540,-1.0229911,.14419879
13541,-.23881614,.42134613
13542,.78839767,.81549597
13543,.17112778,.61240464
13544,-1.1847659,.11113285
13545,-.52662092,.29534337
13546,-.26638657,.40765017
13547,.58418536,.76511449
13548,-1.2668732,.096360788
13549,.92773008,.84376836
13550,1.3384981,.91625905
13551,.39022359,.69741732
13552,1.6915263,.95421642
13553,.97633421,.85452944
13554,.93591166,.84543145
13555,1.2221917,.90041089
13558,1.6750867,.95245546
13559,-3.9792662,.0020543926
13560,1.650535,.95030326
13561,1.5266548,.93758559
13562,1.9729921,.97466248
13563,1.6694437,.95157504
13567,.7024408,.7939738
13568,.94463748,.84817064
13569,.72362739,.79798472
13570,-2.4225841,.011837214
13635,.52054393,.74339658
13636,-1.574759,.057327334
13637,-.078274146,.49393466
13638,-.448073,.32410488
13639,-.52733982,.29485422
13640,-.54649097,.28693014
13641,-.24097878,.42075914
13642,-.30630523,.3876932
13643,-.41056791,.34014869
13644,-2.0813527,.023870084
13645,.29156896,.66278613
13646,-.63535422,.25249463
13647,.57638669,.76198393
13648,.55283356,.75376636
13649,.85582036,.82919192
13650,.45453113,.72207004
13658,1.1285621,.88378006
13659,.7812016,.81402856
13660,-1.1790599,.11171982
13661,-.6769501,.23801604
13662,-.65022576,.24711406
13663,-.5134424,.29964781
13664,.095388979,.57640386
13665,.5372647,.74848366
13666,-.19007549,.44433576
13667,.047001757,.55390334
13668,.49936584,.73664647
13669,.40119427,.70211309
13670,.89409649,.83799648
13671,-.15354684,.46077088
13672,1.2027538,.89718252
13673,1.1616063,.89092153
13674,-.016388271,.52426142
13675,1.2617233,.90520447
13731,-.51321876,.30003914
13732,-.6441865,.24955977
13734,-.27915639,.40168265
13736,.6789062,.78878891
13737,-.52230763,.29690862
13738,.48833984,.73273331
13739,.74091882,.8041479
13740,.0014614132,.5336529
13741,.12978634,.59323031
13742,.090252444,.57483858
13743,.4501788,.72040695
13754,.62080592,.77509296
13755,.27924874,.65809041
13756,.029197305,.54646838
13757,.059043478,.56016433
13758,.02818425,.54607707
13761,-.80607229,.20084132
13762,-.97982407,.15515554
13763,-1.107909,.12570925
13764,-1.315441,.088925846
13765,-1.283028,.093034633
13766,-.83612615,.19213462
13767,-.27148396,.40510663
13768,.32824308,.67481899
13770,.70116061,.79387593
13771,.40120718,.7022109
13791,.058034539,.55908823
13792,.14577638,.6005674
13793,-.22266786,.42829192
13794,.16301873,.60927409
13795,.099446058,.57914305
13796,-1.2586424,.098121695
13797,.33864322,.67804736
13830,.22300008,.6349051
13831,-.26920056,.40657407
13832,-.17775439,.44922715
13833,1.9644793,.9740755
13834,1.3541486,.91841125
13835,2.3302047,.98982584
13836,1.7476765,.95959693
13837,1.9556285,.9733907
13839,2.3553691,.99031502
13840,2.5213916,.99344552
13930,.79600453,.81715906
13931,-1.2632164,.097143419
13932,.085785314,.57297987
13933,1.5271792,.9376834
13934,1.7985827,.96360791
13935,1.9567333,.97348857
13936,1.8816693,.96908629
13940,1.1479602,.88788885
13941,.68421245,.78996283
13950,.32368189,.67354727
13951,.49316701,.73400509
13952,-.67765373,.23762473
13953,.71819901,.7964195
13954,.31545544,.67061239
13955,.4471094,.71903735
13956,.12746792,.59234983
13960,.30141294,.66523182
13970,-.44200727,.32703972
13971,.18659031,.61837214
13972,.66381806,.78556055
13973,-.05535214,.5042066
13974,-.24412818,.41792214
13975,-.78822702,.20592839
13990,.34860104,.68264526
14130,1.2201623,.90001959
14131,1.6784592,.95294464
14132,.73251873,.80111521
14133,1.1723845,.89248681
14134,1.1225368,.88241047
14135,.053229369,.55683821
14137,1.2561127,.904324
14138,1.0183675,.86304051
14139,1.6578069,.95108587
14140,1.1210274,.88172567
14141,1.3816227,.92173743
14142,1.3003874,.91097635
14143,1.4180325,.92653102
14144,1.1483408,.88798672
14145,1.1224252,.88231266
14146,.71094543,.79553902
14147,-.24628372,.41694385
14148,.035374008,.54891413
14149,-.60701567,.26335356
14150,-.99657667,.15055762
14151,-.38837442,.34993151
14152,-.58888912,.27059284
14153,-1.3354883,.085893169
14154,-1.5251981,.062218744
14155,-1.1689676,.11357856
14156,-.37877777,.35550773
14158,-.37246695,.35814908
14159,.39451522,.7000587
14160,.80416852,.81891996
14161,-.61931133,.25865778
14162,.15231881,.60360008
14163,.20218757,.62639403
14168,2.3028622,.98855412
14169,1.6125822,.94678146
14170,.95364803,.85012716
14171,1.1537086,.88935632
14172,1.2126431,.89894348
14173,1.1573324,.88984543
14174,.54449683,.75112504
14175,-4.3669267,.0015652514
14191,.26772544,.65300333
14192,1.6886028,.95392293
14230,-1.7083306,.04539229
14231,-.30020109,.39101937
14232,-.55594188,.28350616
14233,-.90922302,.17432988
14234,-.52521372,.29563686
14235,.16289951,.60907847
14240,-.18818192,.44502056
14241,.32759485,.67423207
14242,.72725213,.79945219
14243,.69404888,.79211503
14250,-3.3463676,.002347877
14251,.86582017,.8307572
14252,1.309507,.91234595
14260,-.73804909,.21942869
14261,.3469024,.68098217
14262,-.59021449,.27010369
14263,1.1193037,.88094306
14264,1.8573937,.96683621
14265,1.1542408,.88945413
14266,.75230753,.8065936
14291,-.94079107,.165721
14330,-1.414309,.07542555
14331,-1.276749,.094404228
14332,-.24148539,.42007434
14340,-1.4412222,.071512423
14341,-1.081418,.13128546
14342,-1.6755402,.048424967
14343,-2.0135942,.026413618
14344,-.63998419,.25112504
14345,-.97197539,.15701428
14346,-.81485748,.19731951
14347,-.18744542,.44570535
14430,-2.0064659,.026511446
14431,-.69885594,.23087458
14432,-1.0843748,.13050283
14433,-.10257175,.48454314
14437,.26895902,.65368813
14440,.38251188,.69536293
14442,.49542406,.7347877
14444,.67577237,.78800625
14451,-.043249704,.51046765
14452,.54103589,.75014675
14461,.95216233,.84973586
14462,2.028029,.97779298
14463,1.7728304,.9614557
14464,1.3128051,.91312855
14550,-1.4286684,.073371157
14551,-1.211205,.10594796
14552,-1.2641448,.097045586
14553,-1.1096804,.12541577
14556,-.64967853,.24760321
14557,-1.0789763,.13216592
14558,-1.3850344,.079045199
14559,-1.3111495,.089610644
14560,-.51940638,.2977891
14563,-.38274097,.35315984
14564,-.76145089,.21248288
14565,-.88695413,.17892781
14567,-.82084423,.19487379
14568,-1.0857505,.13011153
14569,-1.1652564,.11445901
14570,-1.5238379,.0624144
14571,-1.4737269,.066718839
14572,-.64511943,.24916846
14573,-.5550282,.28389749
14574,-.48530409,.30952847
14575,-.89165384,.17804734
14576,-1.3769629,.080121309
14590,-.38043672,.35482293
14630,.050244492,.55546862
14631,.31720152,.67110157
14632,.53718221,.74838585
14633,-.14346486,.4656623
14634,1.3250196,.91430247
14636,.96879584,.85306203
14637,-.0020761371,.53218549
14638,1.0056671,.86069262
14640,1.4060143,.92525923
14641,.242375,.64282918
14645,.39552006,.70025438
14646,.47130242,.72745061
14648,1.1608078,.89062804
14649,1.5953948,.94492275
14650,1.278952,.90765017
14652,1.1220763,.88201916
14653,1.1178004,.88084525
14654,.89010334,.83692038
14730,-1.0810463,.13148113
14731,.51131457,.74046177
14732,.47198719,.72754842
14733,.2780363,.65730774
14734,.47457644,.7288202
14739,-1.4543557,.069066718
14740,-.31666031,.38289964
14741,-.69362211,.23283115
14742,-.91069055,.17413422
14743,.43782416,.71610254
14744,.28011191,.65838391
14745,.39495328,.70015651
14746,.54715425,.75200546
14750,-1.0505742,.13803561
14751,-.98589897,.15388379
14752,-.53402042,.29211503
14753,-1.2153667,.10555664
14754,-.92910719,.16885149
14755,.22321953,.63519859
14760,.31782195,.67159069
14761,-.32001761,.38084525
14762,-.50663888,.302387
14763,.83211476,.82508314
14770,-.27787387,.40207395
14771,.48502645,.73214632
14791,.28148872,.6590687
14792,.17109439,.61220896
14830,-.89457583,.17746037
14831,-1.2040246,.10731755
14832,-1.6842588,.047837995
14833,.13892402,.5981217
14834,.45849892,.72353745
14835,.12039497,.58931714
14840,1.7135046,.95627081
14860,-.75478256,.21404813
14870,-.80333287,.20211309
14871,-.25927064,.41087851
14891,.35915971,.68636274
14892,.10880799,.58325183
14893,.19791181,.62394834
14895,-.11020211,.4809235
14896,.34766188,.68196046
14897,.17482093,.61416554
14930,-.41203186,.33936608
14931,-.1676397,.45411858
14932,-.84924114,.18910193
14933,-.80871946,.20045
14934,.87010109,.83173549
14935,.25486857,.64781845
14940,-.24001846,.42115045
14941,-.023462359,.52064174
14943,-1.0249511,.14370964
14945,-.16894589,.45304245
14950,-.27673432,.40285659
14951,-.22945243,.42555273
14991,-.32804707,.37742126
14992,-.11988077,.47642341
14995,.48923054,.7330268
15132,-.082908981,.49227157
15133,.051135954,.55585992
15134,-.45221126,.32283309
